city,region,magnitude,url,place,date,intensity,significance,tsunami,latitude,longitude,depth_km
Tilichiki,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000efs5,"80 km E of Tilichiki, Russia",2006-04-29,7.52,670,0,60.491,167.516,11.0
Tilichiki,Russia,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ef1h,"80 km NE of Tilichiki, Russia",2006-04-20,7.782,889,0,60.949,167.089,22.0
Lautoka,Fiji,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000edw9,"130 km NNW of Lautoka, Fiji",2006-04-07,5.434,656,0,-16.527,176.989,14.0
Kermadec Islands ,Kermadec Islands ,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000edbg,Kermadec Islands region,2006-03-31,,650,0,-29.435,-176.768,13.0
Ambon,Indonesia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ec4d,"108 km W of Ambon, Indonesia",2006-03-14,6.584,691,0,-3.595,127.214,30.1
Chipinge,Zimbabwe,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000eamh,"160 km SE of Chipinge, Zimbabwe",2006-02-22,8.758,1001,0,-21.324,33.583,11.0
Levuka,Fiji,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e9aq,"245 km E of Levuka, Fiji",2006-02-02,,691,0,-17.747,-178.39,597.5
Ambon,Indonesia,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e8ys,"196 km S of Ambon, Indonesia",2006-01-27,,937,0,-5.473,128.131,397.0
Kythira,Greece,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7u3,"26 km NE of Kýthira, Greece",2006-01-08,5.943,992,0,36.311,23.212,66.0
Bahia de Kino,Mexico,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7jp,"75 km SSW of Bahía de Kino, Mexico",2006-01-04,5.973,732,0,28.164,-112.117,14.0
Fiji ,Fiji ,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7f0,Fiji region,2006-01-02,,798,0,-19.926,-178.178,582.9
the South Sandwich Islands,the South Sandwich Islands,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e7dd,east of the South Sandwich Islands,2006-01-02,,842,0,-60.957,-21.606,13.0
Leava,Wallis and Futuna,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e62c,"116 km SSW of Leava, Wallis and Futuna",2005-12-13,,691,0,-15.265,-178.571,10.0
Ashk sham,Afghanistan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e61s,"53 km SW of Ashk?sham, Afghanistan",2005-12-12,5.232,761,0,36.357,71.093,224.6
Kokopo,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e5zd,"247 km S of Kokopo, Papua New Guinea",2005-12-11,,670,0,-6.584,152.223,17.0
the Congo,the Congo,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e5jx,"76 km ESE of Kalemie, Democratic Republic of the Congo",2005-12-05,7.169,751,0,-6.224,29.83,22.0
Ishinomaki,Japan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e5c8,"80 km ESE of Ishinomaki, Japan",2005-12-02,4.883,685,0,38.089,142.122,29.0
Sinabang,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e4gh,"57 km SE of Sinabang, Indonesia",2005-11-19,6.225,651,0,2.164,96.786,21.0
San Pedro de Atacama,Chile,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e4cy,"68 km NNE of San Pedro de Atacama, Chile",2005-11-17,5.529,711,0,-22.361,-67.895,147.0
Kamaishi,Japan,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e462,"293 km ESE of Kamaishi, Japan",2005-11-14,,865,0,38.107,144.896,11.0
southeast Indian Ridge,southeast Indian Ridge,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e329,southeast Indian Ridge,2005-10-29,,650,0,-45.214,96.898,8.0
Muzaffar b d,Pakistan,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e12e,"21 km NNE of Muzaffar?b?d, Pakistan",2005-10-08,8.776,1373,0,34.539,73.588,26.0
Kokopo,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e0h0,"129 km SSW of Kokopo, Papua New Guinea",2005-09-29,6.414,670,0,-5.437,151.84,25.0
Yurimaguas,Peru,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000e09h,"39 km NW of Yurimaguas, Peru",2005-09-26,7.23,1120,0,-5.678,-76.398,115.0
Kokopo,Papua New Guinea,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dz2j,"135 km E of Kokopo, Papua New Guinea",2005-09-09,7.323,892,0,-4.539,153.474,90.0
Ishinomaki,Japan,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dxe2,"66 km ESE of Ishinomaki, Japan",2005-08-16,6.536,1158,0,38.276,142.039,36.0
Nicobar Islands,India ,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dvtc,"Nicobar Islands, India region",2005-07-24,5.104,808,0,7.92,92.19,16.0
Singkil,Indonesia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dujc,"94 km WSW of Singkil, Indonesia",2005-07-05,6.259,694,0,1.819,97.082,21.0
San Juan del Sur,Nicaragua,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dubj,"32 km W of San Juan del Sur, Nicaragua",2005-07-02,5.345,739,0,11.245,-86.172,27.0
Ferndale,California,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dt8h,"196 km W of Ferndale, California",2005-06-17,,1150,0,40.773,-126.574,12.0
Big Lagoon,California,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dt25,"153 km W of Big Lagoon, California",2005-06-15,3.882,1318,0,41.292,-125.953,16.0
Adak,Alaska,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dszm,"289 km WSW of Adak, Alaska",2005-06-14,,711,0,51.239,179.314,17.0
Iquique,Chile,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dsw1,"102 km ENE of Iquique, Chile",2005-06-13,7.018,1006,0,-19.987,-69.197,115.6
Singkil,Indonesia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dr4t,"89 km WSW of Singkil, Indonesia",2005-05-19,6.509,741,0,1.989,97.041,30.0
the Kermadec Islands,the Kermadec Islands,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqxx,south of the Kermadec Islands,2005-05-16,,670,0,-32.589,-179.353,34.0
Padangsidempuan,Indonesia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqs0,"125 km SW of Padangsidempuan, Indonesia",2005-05-14,5.463,738,0,0.587,98.459,34.0
Pacific Antarctic Ridge,Pacific Antarctic Ridge,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dqkx,Pacific-Antarctic Ridge,2005-05-12,,650,0,-57.382,-139.231,10.0
Punta de Burica,Panama,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dpzp,"256 km S of Punta de Burica, Panama",2005-05-05,,650,0,5.71,-82.845,18.0
Tadine,New Caledonia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dn2k,"286 km E of Tadine, New Caledonia",2005-04-11,,691,0,-21.975,170.612,68.0
Madang,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dn1w,"192 km N of Madang, Papua New Guinea",2005-04-11,,670,0,-3.484,145.909,11.4
Padang,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dmu9,"106 km SW of Padang, Indonesia",2005-04-10,5.598,661,0,-1.714,99.779,30.0
Padang,Indonesia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dmtx,"113 km SW of Padang, Indonesia",2005-04-10,5.975,721,0,-1.644,99.607,19.0
Singkil,Indonesia,8.6,https://earthquake.usgs.gov/earthquakes/eventpage/official20050328160936530_30,"78 km WSW of Singkil, Indonesia",2005-03-28,8.475,2048,0,2.085,97.108,30.0
Joaquin V  Gonzalez,Argentina,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000djqf,"67 km ENE of Joaquín V. González, Argentina",2005-03-21,,732,0,-24.983,-63.47,579.1
Maebaru ch  ,Japan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000djku,"28 km NNW of Maebaru-ch??, Japan",2005-03-20,7.319,865,0,33.807,130.131,10.0
Banda Sea,Banda Sea,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dhc1,Banda Sea,2005-03-02,5.375,907,0,-6.527,129.933,201.7
Sinabang,Indonesia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dh0k,"99 km WNW of Sinabang, Indonesia",2005-02-26,6.241,711,0,2.908,95.592,36.0
Katabu,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dgfv,"81 km SSW of Katabu, Indonesia",2005-02-19,6.828,650,0,-5.562,122.129,10.0
southern Mid Atlantic Ridge,southern Mid Atlantic Ridge,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dgad,southern Mid-Atlantic Ridge,2005-02-16,,670,0,-36.32,-16.558,10.0
Pulau Pulau Talaud,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dg73,"Pulau-Pulau Talaud, Indonesia",2005-02-15,5.096,652,0,4.756,126.421,39.7
Sola,Vanuatu,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dfqj,"52 km SW of Sola, Vanuatu",2005-02-08,4.44,691,0,-14.252,167.259,206.3
Palimbang,Philippines,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dfj2,"138 km SW of Palimbang, Philippines",2005-02-05,3.316,786,0,5.293,123.337,525.0
Saipan,Northern Mariana Islands,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dfhb,"89 km N of Saipan, Northern Mariana Islands",2005-02-05,,755,0,16.011,145.867,142.7
Katsuura,Japan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ddrk,"161 km SE of Katsuura, Japan",2005-01-19,3.899,678,0,34.064,141.491,27.8
Fais,Micronesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ddgf,"133 km NNE of Fais, Micronesia",2005-01-16,,670,0,10.934,140.842,24.9
central Mid Atlantic Ridge,central Mid Atlantic Ridge,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dd5a,central Mid-Atlantic Ridge,2005-01-12,,711,0,-0.878,-21.194,10.0
northern Sumatra,northern Sumatra,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dcbh,off the west coast of northern Sumatra,2005-01-01,,691,0,5.099,92.304,11.7
Nicobar Islands,India ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dbj1,"Nicobar Islands, India region",2004-12-26,5.0,670,0,8.879,92.375,16.1
Sabang,Indonesia,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000dbg6,"284 km WNW of Sabang, Indonesia",2004-12-26,5.543,804,0,6.91,92.958,39.2
2004 Sumatra   Andaman Islands Earthquake,2004 Sumatra   Andaman Islands Earthquake,9.1,https://earthquake.usgs.gov/earthquakes/eventpage/official20041226005853450_30,2004 Sumatra - Andaman Islands Earthquake,2004-12-26,7.909,2080,0,3.295,95.982,30.0
Macquarie Island,Macquarie Island,8.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000db93,north of Macquarie Island,2004-12-23,4.701,1027,0,-49.312,161.345,10.0
George Town,Cayman Islands,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000daqt,"36 km S of George Town, Cayman Islands",2004-12-14,6.002,960,0,18.958,-81.409,10.0
Nemuro,Japan,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000da6m,"54 km SSW of Nemuro, Japan",2004-12-06,6.912,724,0,42.9,145.228,35.0
Nemuro,Japan,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d9h1,"51 km SW of Nemuro, Japan",2004-11-28,7.209,774,0,43.006,145.119,39.0
Easter Island ,Easter Island ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d9f2,Easter Island region,2004-11-28,,670,0,-26.525,-113.834,10.0
Nabire,Indonesia,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d975,"29 km SSW of Nabire, Indonesia",2004-11-26,6.821,776,0,-3.609,135.404,10.0
Riverton,New Zealand,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d8ze,"255 km W of Riverton, New Zealand",2004-11-22,4.709,782,0,-46.676,164.721,10.0
Fiji ,Fiji ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d8nz,Fiji region,2004-11-17,,670,0,-20.068,-178.71,622.6
Pizarro,Colombia,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d8gx,"32 km SSW of Pizarro, Colombia",2004-11-15,7.601,823,0,4.695,-77.508,15.0
Maubara,Timor Leste,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d85g,"63 km NW of Maubara, Timor Leste",2004-11-11,6.84,868,0,-8.152,124.868,10.0
Kirakira,Solomon Islands,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d855,"80 km SSE of Kirakira, Solomon Islands",2004-11-11,5.947,691,0,-11.128,162.208,10.0
Kirakira,Solomon Islands,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d81v,"209 km ESE of Kirakira, Solomon Islands",2004-11-09,,732,0,-11.15,163.706,13.0
Port McNeill,Canada,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d7h4,"189 km SW of Port McNeill, Canada",2004-11-02,4.491,707,0,49.277,-128.772,10.0
Ojiya,Japan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d6vk,"8 km SSW of Ojiya, Japan",2004-10-23,8.023,670,0,37.226,138.779,16.0
Yonakuni,Japan,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d6dm,"31 km WNW of Yonakuni, Japan",2004-10-15,6.014,706,0,24.53,122.694,94.0
Masachapa,Nicaragua,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d63h,"43 km SSW of Masachapa, Nicaragua",2004-10-09,6.044,754,0,11.422,-86.665,35.0
Talisay,Philippines,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d60h,"9 km W of Talisay, Philippines",2004-10-08,5.421,665,0,13.925,120.534,105.0
Kirakira,Solomon Islands,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d600,"60 km SSE of Kirakira, Solomon Islands",2004-10-08,6.448,711,0,-10.951,162.161,36.0
Shing ,Japan,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d3sx,"129 km ESE of Shing?, Japan",2004-09-06,4.039,670,0,33.205,137.227,10.0
South Sandwich Islands ,South Sandwich Islands ,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d3qv,South Sandwich Islands region,2004-09-06,,732,0,-55.372,-28.976,10.0
Shing ,Japan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem7398408,"119 km ESE of Shing?, Japan",2004-09-05,,650,0,33.202,137.101,15.0
Shing ,Japan,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d3mb,"118 km ESE of Shing?, Japan",2004-09-05,5.081,842,0,33.184,137.071,10.0
Shing ,Japan,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d3ka,"94 km SE of Shing?, Japan",2004-09-05,4.784,798,0,33.07,136.618,14.0
Teno,Chile,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d30e,"67 km ESE of Teno, Chile",2004-08-28,6.889,650,0,-35.173,-70.525,5.0
Manokwari,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d0zn,"117 km WNW of Manokwari, Indonesia",2004-07-28,7.42,650,0,-0.443,133.091,13.4
Jambi City,Indonesia,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d0v4,"100 km SSE of Jambi City, Indonesia",2004-07-25,,820,0,-2.427,103.981,582.1
Levuka,Fiji,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000d06s,"208 km ENE of Levuka, Fiji",2004-07-15,,776,0,-17.656,-178.76,565.5
Craig,Alaska,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/ak00489udzds,"98 km WSW of Craig, Alaska",2004-06-28,,824,0,55.0721,-134.5324,19.9
Atlasovo,Russia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cxkw,"24 km ENE of Atlasovo, Russia",2004-06-10,5.023,732,0,55.682,160.003,188.6
Katsuura,Japan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cwj8,"140 km SE of Katsuura, Japan",2004-05-29,,650,0,34.251,141.406,16.0
Canete,Chile,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cu1z,"11 km N of Cañete, Chile",2004-05-03,6.875,670,0,-37.695,-73.406,21.0
Naisano Dua,Indonesia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ct64,"105 km WNW of Naisano Dua, Indonesia",2004-04-23,5.315,691,0,-9.362,122.839,65.8
Sola,Vanuatu,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cs2y,"86 km NNW of Sola, Vanuatu",2004-04-09,3.957,650,0,-13.174,167.198,228.4
Afghanistan Tajikistan Pakistan ,Afghanistan Tajikistan Pakistan ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000crt6,Afghanistan-Tajikistan-Pakistan region,2004-04-05,4.294,670,0,36.512,71.029,187.1
the South Sandwich Islands,the South Sandwich Islands,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cmqq,east of the South Sandwich Islands,2004-02-21,,670,0,-58.425,-14.963,10.0
Nabire,Indonesia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckq7,"38 km SSW of Nabire, Indonesia",2004-02-08,6.561,691,0,-3.665,135.339,25.7
Papua,Indonesia,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckks,"Near the south coast of Papua, Indonesia",2004-02-07,6.784,820,0,-4.003,135.023,10.0
Nabire,Indonesia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ckg7,"28 km S of Nabire, Indonesia",2004-02-05,6.757,754,0,-3.615,135.538,16.6
Ambon,Indonesia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cjwh,"107 km NW of Ambon, Indonesia",2004-01-28,6.227,691,0,-3.12,127.4,17.4
Hihifo,Tonga,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cjn2,"105 km SSW of Hihifo, Tonga",2004-01-25,,691,0,-16.83,-174.196,129.8
Tadine,New Caledonia,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cgz9,"202 km ESE of Tadine, New Caledonia",2004-01-03,,776,0,-22.253,169.683,22.0
Tadine,New Caledonia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cgae,"202 km E of Tadine, New Caledonia",2003-12-27,,691,0,-21.672,169.835,10.0
Tadine,New Caledonia,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cg90,"201 km ESE of Tadine, New Caledonia",2003-12-27,4.238,820,0,-22.015,169.766,10.0
Tadine,New Caledonia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cg55,"168 km ESE of Tadine, New Caledonia",2003-12-26,,711,0,-22.273,169.314,10.0
Bam,Iran,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cg2d,"13 km SSW of Bam, Iran",2003-12-26,8.812,670,0,28.995,58.311,10.0
Tadine,New Caledonia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cg1p,"183 km ESE of Tadine, New Caledonia",2003-12-25,,650,0,-22.252,169.488,10.0
Progreso,Panama,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cfzw,"3 km SSE of Progreso, Panama",2003-12-25,6.036,650,0,8.416,-82.824,33.0
San Simeon,California,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/nc21323712,"10 km NE of San Simeon, California",2003-12-22,8.571,1390,0,35.7005,-121.1005,8.382
central Mid Atlantic Ridge,central Mid Atlantic Ridge,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cfqj,central Mid-Atlantic Ridge,2003-12-21,,670,0,-0.769,-20.601,10.0
Yujing,Taiwan,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cexg,"92 km E of Yujing, Taiwan",2003-12-10,6.562,711,0,23.039,121.362,10.0
Ust  Kamchatsk Staryy,Russia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ceks,"220 km ESE of Ust’-Kamchatsk Staryy, Russia",2003-12-05,,691,0,55.538,165.78,10.0
Kimbe,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cdw2,"82 km E of Kimbe, Papua New Guinea",2003-11-25,6.157,670,0,-5.581,150.88,35.0
Can Avid,Philippines,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cdb4,"4 km NW of Can-Avid, Philippines",2003-11-18,6.355,650,0,12.025,125.416,35.0
Rat Islands,Alaska,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cd1n,"Rat Islands, Aleutian Islands, Alaska",2003-11-17,,936,0,51.146,178.65,33.0
central Mid Atlantic Ridge,central Mid Atlantic Ridge,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000ccg3,central Mid-Atlantic Ridge,2003-11-09,,670,0,-0.674,-19.689,10.0
Isangel,Vanuatu,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cc6u,"51 km NW of Isangel, Vanuatu",2003-11-06,5.4,670,0,-19.262,168.892,113.7
Ishinomaki,Japan,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000cbpa,"133 km ESE of Ishinomaki, Japan",2003-10-31,4.587,754,0,37.812,142.619,10.0
Kushiro,Japan,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c9x7,"39 km SSE of Kushiro, Japan",2003-10-08,5.721,691,0,42.648,144.57,32.0
Aktash,Russia,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c96t,"9 km S of Aktash, Russia",2003-10-01,7.379,691,0,50.211,87.721,10.0
Kushiro,Japan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c90r,"58 km S of Kushiro, Japan",2003-09-29,5.009,650,0,42.45,144.38,25.0
Aktash,Russia,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c8sz,"29 km S of Aktash, Russia",2003-09-27,7.389,820,0,50.038,87.813,16.0
Shizunai furukawach ,Japan,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c8mb,"119 km ESE of Shizunai-furukawach?, Japan",2003-09-25,6.783,842,0,41.774,143.593,33.0
Kushiro,Japan,8.16,https://earthquake.usgs.gov/earthquakes/eventpage/official20030925195006360_27,"134 km SSW of Kushiro, Japan",2003-09-25,8.674,1024,0,41.815,143.91,27.0
Taungdwingyi,Myanmar,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c87f,"16 km SE of Taungdwingyi, Myanmar",2003-09-21,6.78,670,0,19.917,95.672,10.0
Te Anau,New Zealand,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c5h6,"56 km NW of Te Anau, New Zealand",2003-08-21,7.404,798,0,-45.104,167.144,28.0
Scotia Sea,Scotia Sea,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c41f,Scotia Sea,2003-08-04,5.684,889,0,-60.532,-43.411,10.0
Svetlaya,Russia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c3fr,"97 km NE of Svetlaya, Russia",2003-07-27,,711,0,47.151,139.248,470.3
Haveluloto,Tonga,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c3f7,"142 km W of Haveluloto, Tonga",2003-07-27,,670,0,-21.08,-176.585,212.9
Carlsberg Ridge,Carlsberg Ridge,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000c2ka,Carlsberg Ridge,2003-07-15,,889,0,-2.598,68.382,10.0
